"English","PartOfSpeech","Meaning","Example","Date"
"coddle","v.","溺爱","","2026-01-04T11:01:19.657Z"
"codify","v.","整理","","2026-01-04T11:01:19.657Z"
"coerce","v.","强制","","2026-01-04T11:01:19.657Z"
"cognizant","adj.","知道的, 有意识的","","2026-01-04T11:01:19.657Z"
"coin","v.","发明（一个新词）","","2026-01-04T11:01:19.657Z"
"coincide","v.","碰巧","","2026-01-04T11:01:19.657Z"
"collected","adj.","冷静的","","2026-01-04T11:01:19.657Z"
"collective","adj.","集体的","","2026-01-04T11:01:19.657Z"
"collectivism","n.","集体主义","","2026-01-04T11:01:19.657Z"
"collegiality","n.","共同掌权","","2026-01-04T11:01:19.657Z"
"colloquial","adj.","口头的, 非正式的","","2026-01-04T11:01:19.657Z"
"collude","v.","同谋","","2026-01-04T11:01:19.657Z"
"color","v.","扭曲, 影响","","2026-01-04T11:01:19.657Z"
"comb","v.","仔细检查, 仔细搜寻","","2026-01-04T11:01:19.657Z"
"comity","n.","友好, 和谐","","2026-01-04T11:01:19.657Z"
"commence","v.","开始","","2026-01-04T11:01:19.657Z"
"commend","v.","赞美","","2026-01-04T11:01:19.657Z"
"commensurable","adj.","可用共同标准测量的","","2026-01-04T11:01:19.657Z"
"commensurate","adj.","相等的, 相似的","","2026-01-04T11:01:19.657Z"
"commiserate","v.","哀悼, 同情","","2026-01-04T11:01:19.657Z"
"commonplace","n.","平庸, 普通","","2026-01-04T11:01:19.657Z"
"compartmentalize","v.","分门别类, 划分","","2026-01-04T11:01:19.657Z"
"compassionate","adj.","同情的","","2026-01-04T11:01:19.657Z"
"compelling","adj.","有趣的","","2026-01-04T11:01:19.657Z"
"compensate","v.","弥补","","2026-01-04T11:01:19.657Z"
"compile","v.","编辑","","2026-01-04T11:01:19.657Z"
"complacent","adj.","自我感觉良好的, 自满的","","2026-01-04T11:01:19.657Z"
"complaint","n.","抱怨","","2026-01-04T11:01:19.657Z"
"compliant","adj.","顺从的, 迎合的","","2026-01-04T11:01:19.657Z"
"complimentary","adj.","赞美的","","2026-01-04T11:01:19.657Z"
"composed","adj.","冷静的","","2026-01-04T11:01:19.657Z"
"compound","v.","混合, 合成","","2026-01-04T11:01:19.657Z"
"comprehensive","adj.","全面的","","2026-01-04T11:01:19.657Z"
"comprise","v.","构成","","2026-01-04T11:01:19.657Z"
"compromise","v.","妥协, 让步","","2026-01-04T11:01:19.657Z"
"compulsory","adj.","强制的","","2026-01-04T11:01:19.657Z"
"compunction","n.","后悔感, 犯罪感","","2026-01-04T11:01:19.657Z"
"conceal","v.","隐藏","","2026-01-04T11:01:19.657Z"
"concede","v.","承认","","2026-01-04T11:01:19.657Z"
"conceive","v.","构想, 创造","","2026-01-04T11:01:19.657Z"
"conciliatory","adj.","安抚的, 调和的","","2026-01-04T11:01:19.657Z"
"concise","adj.","简洁的","","2026-01-04T11:01:19.657Z"
"conclusive","adj.","终结的, 最终的","","2026-01-04T11:01:19.657Z"
"concoct","v.","编造, 捏造","","2026-01-04T11:01:19.657Z"
"concomitant","adj.","相伴随的, 与...同时发生的","","2026-01-04T11:01:19.657Z"
"concord","n.","意见一致","","2026-01-04T11:01:19.657Z"
"concrete","adj.","真实的","","2026-01-04T11:01:19.657Z"
"concur","v.","同意","","2026-01-04T11:01:19.657Z"
"condemn","v.","谴责","","2026-01-04T11:01:19.657Z"
"condescend","v.","带着优越感态度对待人","","2026-01-04T11:01:19.657Z"
"condone","v.","原谅, 认可","","2026-01-04T11:01:19.657Z"
"conducive","adj.","有益的, 有帮助的","","2026-01-04T11:01:19.657Z"
"confer","v.","授予, 给予","","2026-01-04T11:01:19.657Z"
"confess","v.","坦白, 承认","","2026-01-04T11:01:19.657Z"
"confide","v.","吐露","","2026-01-04T11:01:19.657Z"
"confine","v.","限制","","2026-01-04T11:01:19.657Z"
"confiscate","v.","没收","","2026-01-04T11:01:19.657Z"
"conflate","v.","合并","","2026-01-04T11:01:19.657Z"
"conform","v.","符合, 遵守","","2026-01-04T11:01:19.657Z"
"confound","v.","使困惑","","2026-01-04T11:01:19.657Z"
"confront","v.","反抗","","2026-01-04T11:01:19.657Z"
"congenial","adj.","友善的","","2026-01-04T11:01:19.657Z"
"congruent","adj.","相一致的","","2026-01-04T11:01:19.657Z"
"congruous","adj.","一致的, 适合的","","2026-01-04T11:01:19.657Z"
"conjecture","v.","猜测","","2026-01-04T11:01:19.657Z"
"conjure","v.","想象出","","2026-01-04T11:01:19.657Z"
"connoisseur","n.","鉴赏家, 内行","","2026-01-04T11:01:19.657Z"
"conscientious","adj.","本着良心的","","2026-01-04T11:01:19.657Z"
"consensus","n.","意见一致","","2026-01-04T11:01:19.657Z"
"consequential","adj.","重要的","","2026-01-04T11:01:19.657Z"
"conservation","n.","保护","","2026-01-04T11:01:19.657Z"
"consign","v.","委托, 转交","","2026-01-04T11:01:19.657Z"
"consilience","n.","一致, 符合","","2026-01-04T11:01:19.657Z"
"consolidate","v.","巩固","","2026-01-04T11:01:19.657Z"
"consort","v.","陪伴","","2026-01-04T11:01:19.657Z"
"conspicuous","adj.","显眼的, 明显的","","2026-01-04T11:01:19.657Z"
"conspire","v.","共谋, 协力","","2026-01-04T11:01:19.657Z"
"constrict","v.","限制","","2026-01-04T11:01:19.657Z"
"construe","v.","理解","","2026-01-04T11:01:19.657Z"
"consummate","adj.","完满的, 圆满的","","2026-01-04T11:01:19.657Z"
"contagious","adj.","传染的,有感染力的","","2026-01-04T11:01:19.657Z"
"contain","v.","限制","","2026-01-04T11:01:19.657Z"
"contemplate","v.","深入思考","","2026-01-04T11:01:19.657Z"
"contemporary","adj.","当代的, 现代的","","2026-01-04T11:01:19.657Z"
"contemptuous","adj.","鄙视的","","2026-01-04T11:01:19.657Z"
"content","adj.","满足的","","2026-01-04T11:01:19.657Z"
"contentious","adj.","引起争议的","","2026-01-04T11:01:19.657Z"
"contest","v.","质疑, 否认","","2026-01-04T11:01:19.657Z"
"contiguous","adj.","临近的","","2026-01-04T11:01:19.657Z"
"contingency","n.","可能事件","","2026-01-04T11:01:19.657Z"
"contingent","adj.","依情况而定的","","2026-01-04T11:01:19.657Z"
"contour","n.","轮廓","","2026-01-04T11:01:19.657Z"
"contract","v.","招致","","2026-01-04T11:01:19.657Z"
"contradictory","adj.","对立的","","2026-01-04T11:01:19.657Z"
"contravene","v.","违反","","2026-01-04T11:01:19.657Z"
"contrite","adj.","后悔的","","2026-01-04T11:01:19.657Z"
"contrive","v.","设计","","2026-01-04T11:01:19.657Z"
"controversial","adj.","有争议的","","2026-01-04T11:01:19.657Z"
"controvert","v.","争论, 辩论","","2026-01-04T11:01:19.657Z"
"conundrum","n.","难题","","2026-01-04T11:01:19.657Z"
"conversant","adj.","熟悉的","","2026-01-04T11:01:19.657Z"
"conviction","n.","信念","","2026-01-04T11:01:19.657Z"
"convincing","adj.","有说服力的","","2026-01-04T11:01:19.657Z"
"convivial","adj.","好交际的, 欢聚的","","2026-01-04T11:01:19.657Z"
"convoluted","adj.","难懂的, 复杂的","","2026-01-04T11:01:19.657Z"
"convulsion","n.","骚乱, 动乱","","2026-01-04T11:01:19.657Z"
"copious","adj.","大量的","","2026-01-04T11:01:19.657Z"
"cordial","adj.","热情友好的","","2026-01-04T11:01:19.657Z"
"cornerstone","n.","重要的基石","","2026-01-04T11:01:19.657Z"
"corollary","n.","推论, 结果","","2026-01-04T11:01:19.657Z"
"corporeal","adj.","肉体的, 有实体存在的","","2026-01-04T11:01:19.657Z"
"corroborate","v.","佐证, 提供证据证明","","2026-01-04T11:01:19.657Z"
"corrode","v.","削弱, 破坏","","2026-01-04T11:01:19.657Z"
"corrosive","adj.","（言语）讽刺的，挖苦的","","2026-01-04T11:01:19.657Z"
"coruscate","v.","闪烁, 闪光","","2026-01-04T11:01:19.657Z"
"cosmopolitan","adj.","见多识广的","","2026-01-04T11:01:19.657Z"
"cosset","v.","溺爱","","2026-01-04T11:01:19.657Z"
"coterie","n.","小团体","","2026-01-04T11:01:19.657Z"
"count","v.","有重要性","","2026-01-04T11:01:19.657Z"
"countenance","v.","赞同","","2026-01-04T11:01:19.657Z"
"counterbalance","n.","平衡, 抵消","","2026-01-04T11:01:19.657Z"
"counterfeit","adj.","伪造的","","2026-01-04T11:01:19.657Z"
"counterintuitive","adj.","违反常理的, 与直觉相反的","","2026-01-04T11:01:19.657Z"
"countermand","v.","撤销（命令）","","2026-01-04T11:01:19.657Z"
"counterpart","n.","等价物","","2026-01-04T11:01:19.658Z"
"counterproductive","adj.","起反作用的, 事与愿违的","","2026-01-04T11:01:19.658Z"
"course","n.","过程","","2026-01-04T11:01:19.658Z"
"court","v.","招致","","2026-01-04T11:01:19.658Z"
"courteous","adj.","有礼貌的","","2026-01-04T11:01:19.658Z"
"covert","adj.","秘密的, 隐蔽的","","2026-01-04T11:01:19.658Z"
"covet","v.","渴求","","2026-01-04T11:01:19.658Z"
"cow","v.","恐吓","","2026-01-04T11:01:19.658Z"
"coy","adj.","腼腆的","","2026-01-04T11:01:19.658Z"
"crass","adj.","粗鲁的","","2026-01-04T11:01:19.658Z"
"crave","v.","极度渴望","","2026-01-04T11:01:19.658Z"
"credential","n.","证明","","2026-01-04T11:01:19.658Z"
"credulous","adj.","易受欺骗的","","2026-01-04T11:01:19.658Z"
"crestfallen","adj.","沮丧的","","2026-01-04T11:01:19.658Z"
"cronyism","n.","任用亲信","","2026-01-04T11:01:19.658Z"
"croon","v.","低吟浅唱","","2026-01-04T11:01:19.658Z"
"crumble","v.","崩溃, 瓦解","","2026-01-04T11:01:19.658Z"
"culmination","n.","最终, 结果","","2026-01-04T11:01:19.658Z"
"culprit","n.","罪犯, 罪魁祸首","","2026-01-04T11:01:19.658Z"
"cumbersome","adj.","笨拙的","","2026-01-04T11:01:19.658Z"
"cunning","adj.","狡猾机智的","","2026-01-04T11:01:19.658Z"
"cupidity","n.","贪心","","2026-01-04T11:01:19.658Z"
"curator","n.","管理者","","2026-01-04T11:01:19.658Z"
"curb","v.","限制, 控制","","2026-01-04T11:01:19.658Z"
"cure-all","n.","万能灵药","","2026-01-04T11:01:19.658Z"
"cursory","adj.","草率的, 仓促的","","2026-01-04T11:01:19.658Z"
"curt","adj.","语言简练的","","2026-01-04T11:01:19.658Z"
"curtail","v.","削减","","2026-01-04T11:01:19.658Z"
"customary","adj.","惯常的","","2026-01-04T11:01:19.658Z"
"cynic","n.","认为人性自私的人","","2026-01-04T11:01:19.658Z"
"cynical","adj.","认为人性自私的，愤世嫉俗的","","2026-01-04T11:01:19.658Z"
"cynicism","n.","认为人性自私","","2026-01-04T11:01:19.658Z"
"dainty","adj.","小巧精致的","","2026-01-04T11:01:19.658Z"
"dampen","v.","抑制, 削弱","","2026-01-04T11:01:19.658Z"
"daredevil","adj.","鲁莽的","","2026-01-04T11:01:19.658Z"
"daunting","adj.","令人畏惧的, 望而生怯的","","2026-01-04T11:01:19.658Z"
"dazzle","v.","使…目眩, 使...惊叹","","2026-01-04T11:01:19.658Z"
"deadlock","n.","僵局","","2026-01-04T11:01:19.658Z"
"deadpan","adj.","面无表情的","","2026-01-04T11:01:19.658Z"
"dearth","n.","缺乏","","2026-01-04T11:01:19.658Z"
"debacle","n.","大灾难","","2026-01-04T11:01:19.658Z"
"debilitate","v.","使…衰弱, 虚弱","","2026-01-04T11:01:19.658Z"
"debonair","adj.","彬彬有礼的","","2026-01-04T11:01:19.658Z"
"debunk","v.","拆穿, 揭露… 的错误","","2026-01-04T11:01:19.658Z"
"decadent","adj.","（思想）堕落的, 颓废的","","2026-01-04T11:01:19.658Z"
"decay","v.","衰退","","2026-01-04T11:01:19.658Z"
"deceive","v.","欺骗","","2026-01-04T11:01:19.658Z"
"decelerate","v.","减缓","","2026-01-04T11:01:19.658Z"
"decimate","v.","（严重地）破坏","","2026-01-04T11:01:19.658Z"
"decipher","v.","解释, 破译","","2026-01-04T11:01:19.658Z"
"decisive","adj.","果决的, 坚定的","","2026-01-04T11:01:19.658Z"
"declamatory","adj.","演说般的, 慷慨激昂的","","2026-01-04T11:01:19.658Z"
"decode","v.","破译, 解码","","2026-01-04T11:01:19.658Z"
"décor","n.","（装修的）格调, 风格","","2026-01-04T11:01:19.658Z"
"decorous","adj.","得体的","","2026-01-04T11:01:19.658Z"
"decrepitude","n.","衰老","","2026-01-04T11:01:19.658Z"
"dedicate","v.","致力于, 奉献于","","2026-01-04T11:01:19.658Z"
"deduce","v.","推断","","2026-01-04T11:01:19.658Z"
"de-emphasize","v.","降低…的重要性","","2026-01-04T11:01:19.658Z"
"defame","n.","贬损, 玷污","","2026-01-04T11:01:19.658Z"
"defensive","adj.","被动防守的, 防御的","","2026-01-04T11:01:19.658Z"
"defer","v.","推迟","","2026-01-04T11:01:19.658Z"
"deference","n.","（因地位高或年长而）尊敬","","2026-01-04T11:01:19.658Z"
"defining","adj.","非常重要的","","2026-01-04T11:01:19.658Z"
"deflate","v.","使...泄气, 使...挫败","","2026-01-04T11:01:19.658Z"
"deflect","v.","使…偏离, 改变方向","","2026-01-04T11:01:19.658Z"
"deft","adj.","灵巧的","","2026-01-04T11:01:19.658Z"
"defy","v.","不遵守,不服从, 抵抗","","2026-01-04T11:01:19.658Z"
"degenerate","adj.","道德败坏的","","2026-01-04T11:01:19.658Z"
"degrade","v.","贬低","","2026-01-04T11:01:19.658Z"
"deify","v.","奉...为神, 尊敬","","2026-01-04T11:01:19.658Z"
"dejected","adj.","沮丧的","","2026-01-04T11:01:19.658Z"
"delegate","n.","代表","","2026-01-04T11:01:19.658Z"
"deleterious","adj.","有害的","","2026-01-04T11:01:19.658Z"
"deliberate","v.","深思熟虑","","2026-01-04T11:01:19.658Z"
"delightful","adj.","（形容事物）令人愉悦的, 令人高兴的","","2026-01-04T11:01:19.658Z"
"delineate","v.","描绘轮廓","","2026-01-04T11:01:19.658Z"
"delude","v.","迷惑, 欺骗","","2026-01-04T11:01:19.658Z"
"delve","v.","搜寻, 挖掘","","2026-01-04T11:01:19.658Z"
"demanding","adj.","费力的","","2026-01-04T11:01:19.658Z"
"demarcate","v.","划分边界","","2026-01-04T11:01:19.658Z"
"demise","n.","死亡, 灭亡","","2026-01-04T11:01:19.658Z"
"demographic","adj.","与人口统计有关的","","2026-01-04T11:01:19.658Z"
"demolish","v.","拆毁","","2026-01-04T11:01:19.658Z"
"demonize","v.","妖魔化","","2026-01-04T11:01:19.658Z"
"demonstrable","adj.","可证明的","","2026-01-04T11:01:19.658Z"
"demonstrative","adj.","显露情感的","","2026-01-04T11:01:19.658Z"
"demoralize","v.","使...泄气","","2026-01-04T11:01:19.658Z"
"demur","v.","反对","","2026-01-04T11:01:19.658Z"
"denigrate","v.","攻击, 贬损","","2026-01-04T11:01:19.658Z"
"denizen","n.","居民","","2026-01-04T11:01:19.658Z"
"denounce","v.","批评","","2026-01-04T11:01:19.658Z"
"dense","adj.","浓密的","","2026-01-04T11:01:19.658Z"
"depict","v.","描述","","2026-01-04T11:01:19.658Z"
"deplete","v.","耗尽","","2026-01-04T11:01:19.658Z"
"deprecate","v.","贬损，诋毁","","2026-01-04T11:01:19.658Z"
"deprive","v.","使丧失, 剥夺","","2026-01-04T11:01:19.658Z"
"derelict","adj.","被遗弃的","","2026-01-04T11:01:19.658Z"
"derivative","adj.","非原创的","","2026-01-04T11:01:19.658Z"
"derogate","v.","贬低","","2026-01-04T11:01:19.658Z"
"descendant","adj.","下降的","","2026-01-04T11:01:19.658Z"
"designate","adj.","指定的, 选定的","","2026-01-04T11:01:19.658Z"
"despot","n.","独裁者","","2026-01-04T11:01:19.658Z"
"despotic","adj.","独裁的, 专制的","","2026-01-04T11:01:19.658Z"
"desultory","adj.","漫无目的的","","2026-01-04T11:01:19.658Z"
"detached","adj.","不受感情影响的, 公正的","","2026-01-04T11:01:19.658Z"
"deter","v.","阻止","","2026-01-04T11:01:19.658Z"
"deteriorate","v.","恶化","","2026-01-04T11:01:19.658Z"
"detestation","n.","厌恶, 反感","","2026-01-04T11:01:19.658Z"
"detract","v.","贬低","","2026-01-04T11:01:19.658Z"
"detriment","n.","损坏, 破坏","","2026-01-04T11:01:19.658Z"
"detritus","n.","碎石, 残余物","","2026-01-04T11:01:19.658Z"
"devastate","v.","严重破坏","","2026-01-04T11:01:19.658Z"
"deviate","v.","脱离, 偏离","","2026-01-04T11:01:19.658Z"
"devious","adj.","欺骗的","","2026-01-04T11:01:19.658Z"
"devoid","adj.","缺乏的","","2026-01-04T11:01:19.658Z"
"devolve","v.","衰落","","2026-01-04T11:01:19.658Z"
"dewy-eyed","adj.","天真的, 朴素的","","2026-01-04T11:01:19.658Z"
"dexterity","n.","灵巧，敏婕","","2026-01-04T11:01:19.658Z"
"diatribe","n.","谩骂","","2026-01-04T11:01:19.658Z"
"dichotomy","n.","矛盾的事物","","2026-01-04T11:01:19.658Z"
"dictate","v.","掌控, 支配","","2026-01-04T11:01:19.658Z"
"dictator","n.","独裁者","","2026-01-04T11:01:19.658Z"
"didactic","adj.","(过分的道德层面的)说教","","2026-01-04T11:01:19.659Z"
"diehard","adj.","顽固的","","2026-01-04T11:01:19.659Z"
"diffident","adj.","缺乏自信的, 胆怯的","","2026-01-04T11:01:19.659Z"
"diffuse","v.","扩散","","2026-01-04T11:01:19.659Z"
"digest","n.","文摘","","2026-01-04T11:01:19.659Z"
"digress","v.","偏题, 跑题","","2026-01-04T11:01:19.659Z"
"dilapidate","v.","使...破败","","2026-01-04T11:01:19.659Z"
"dilatory","adj.","拖延的","","2026-01-04T11:01:19.659Z"
"dilettante","n.","半吊子, 业余的人, 一知半解的人","","2026-01-04T11:01:19.659Z"
"diligent","adj.","努力的, 刻苦的","","2026-01-04T11:01:19.659Z"
"dilute","v.","削弱, 减轻","","2026-01-04T11:01:19.659Z"
"diminutive","adj.","极小的","","2026-01-04T11:01:19.659Z"
"dire","adj.","可怕的, 严重的","","2026-01-04T11:01:19.659Z"
"disapprobation","n.","不赞成；非难","","2026-01-04T11:01:19.659Z"
"disarray","n.","杂乱, 混乱","","2026-01-04T11:01:19.659Z"
"disavow","v.","否认","","2026-01-04T11:01:19.659Z"
"discern","v.","识别, 察觉","","2026-01-04T11:01:19.659Z"
"discerning","adj.","有洞察力的","","2026-01-04T11:01:19.659Z"
"discharge","v.","解雇","","2026-01-04T11:01:19.659Z"
"disclose","v.","揭发, 揭露","","2026-01-04T11:01:19.659Z"
"disconcerting","adj.","令人不安的","","2026-01-04T11:01:19.659Z"
"discontinue","v.","终止","","2026-01-04T11:01:19.659Z"
"discordant","adj.","不一致的","","2026-01-04T11:01:19.659Z"
"discount","v.","低估, 轻视","","2026-01-04T11:01:19.659Z"
"discredit","v.","拒绝承认","","2026-01-04T11:01:19.659Z"
"discrepancy","n.","差异","","2026-01-04T11:01:19.659Z"
"discrete","adj.","分开的, 分离的","","2026-01-04T11:01:19.659Z"
"discretion","n.","自由决定","","2026-01-04T11:01:19.659Z"
"discriminating","adj.","有洞察力的, 有鉴别能力的","","2026-01-04T11:01:19.659Z"
"discriminatory","adj.","不公平的, 歧视的","","2026-01-04T11:01:19.659Z"
"discursive","adj.","杂乱无章的","","2026-01-04T11:01:19.659Z"
"disdain","v.","蔑视, 鄙视","","2026-01-04T11:01:19.659Z"
"disengage","v.","使解脱","","2026-01-04T11:01:19.659Z"
"disgorge","v.","吐","","2026-01-04T11:01:19.659Z"
"disgruntle","v.","使...不高兴","","2026-01-04T11:01:19.659Z"
"disguise","v.","隐藏, 伪装","","2026-01-04T11:01:19.659Z"
"dishearten","v.","使...士气低落","","2026-01-04T11:01:19.659Z"
"disinformation","n.","假情报, 假消息","","2026-01-04T11:01:19.659Z"
"disintegrate","v.","瓦解","","2026-01-04T11:01:19.659Z"
"disinterested","adj.","客观公正的","","2026-01-04T11:01:19.659Z"
"disjunction","n.","分离, 分裂","","2026-01-04T11:01:19.659Z"
"dismantle","v.","拆开","","2026-01-04T11:01:19.659Z"
"dismissal","n.","免职，开除","","2026-01-04T11:01:19.659Z"
"dismissive","adj.","轻视的, 无视的","","2026-01-04T11:01:19.659Z"
"disorganize","v.","打乱, 破坏","","2026-01-04T11:01:19.659Z"
"disown","v.","否认","","2026-01-04T11:01:19.659Z"
"disparage","v.","鄙视","","2026-01-04T11:01:19.659Z"
"disparate","adj.","不同的","","2026-01-04T11:01:19.659Z"
"dispassionate","adj.","客观的","","2026-01-04T11:01:19.659Z"
"dispatch","n.","迅速","","2026-01-04T11:01:19.659Z"
"dispense","v.","分配, 分发","","2026-01-04T11:01:19.659Z"
"disperse","v.","使...分散","","2026-01-04T11:01:19.659Z"
"displace","v.","驱逐","","2026-01-04T11:01:19.659Z"
"disproportionate","adj.","不成比例的","","2026-01-04T11:01:19.659Z"
"disprove","v.","驳斥","","2026-01-04T11:01:19.659Z"
"disputant","n.","争论者","","2026-01-04T11:01:19.659Z"
"dispute","v.","争辩, 反对","","2026-01-04T11:01:19.659Z"
"disquiet","v.","使...不安","","2026-01-04T11:01:19.659Z"
"disquisition","n.","演讲, 报告","","2026-01-04T11:01:19.659Z"
"disregard","v.","无视, 忽视","","2026-01-04T11:01:19.659Z"
"disreputable","adj,","声明狼藉的","","2026-01-04T11:01:19.659Z"
"dissemble","v.","隐藏伪装（感情、意见）","","2026-01-04T11:01:19.659Z"
"disseminate","v.","传播, 散布","","2026-01-04T11:01:19.659Z"
"dissent","v.","持不同意见","","2026-01-04T11:01:19.659Z"
"dissipate","v.","使...消散","","2026-01-04T11:01:19.659Z"
"distance","v.","超出,把…..甩在后面","","2026-01-04T11:01:19.659Z"
"distend","v.","膨胀","","2026-01-04T11:01:19.659Z"
"distill","v.","蒸馏","","2026-01-04T11:01:19.659Z"
"distinctive","adj.","独特的，显著区别的","","2026-01-04T11:01:19.659Z"
"distort","v.","曲解","","2026-01-04T11:01:19.659Z"
"distress","v.","使......紧张, 忧虑, 不适","","2026-01-04T11:01:19.659Z"
"divergent","adj.","不同的","","2026-01-04T11:01:19.659Z"
"diverse","adj.","多样的, 不同的","","2026-01-04T11:01:19.659Z"
"divert","v.","分散, 转移（注意力, 精神）","","2026-01-04T11:01:19.659Z"
"divest","v.","剥夺","","2026-01-04T11:01:19.659Z"
"divination","n.","预言, 占卜","","2026-01-04T11:01:19.659Z"
"divisive","adj.","引起争议的, 引起分裂的","","2026-01-04T11:01:19.659Z"
"divulge","v.","泄露","","2026-01-04T11:01:19.659Z"
"doctrinaire","adj.","空谈理论的，教条的","","2026-01-04T11:01:19.659Z"
"document","v.","详细记录","","2026-01-04T11:01:19.659Z"
"dogmatic","adj.","教条的","","2026-01-04T11:01:19.659Z"
"dolorous","adj.","悲伤的","","2026-01-04T11:01:19.659Z"
"domesticate","v.","驯服","","2026-01-04T11:01:19.659Z"
"don","v.","穿上","","2026-01-04T11:01:19.659Z"
"doom","v.","注定（失败）","","2026-01-04T11:01:19.659Z"
"dour","adj.","严肃的, 阴郁的","","2026-01-04T11:01:19.659Z"
"douse","v.","熄灭","","2026-01-04T11:01:19.659Z"
"dovish","adj.","爱好和平的","","2026-01-04T11:01:19.659Z"
"downcast","adj.","不开心的, 沮丧的","","2026-01-04T11:01:19.659Z"
"downplay","v.","轻描淡写","","2026-01-04T11:01:19.659Z"
"downright","adv.","完全地","","2026-01-04T11:01:19.659Z"
"downsize","v.","缩小","","2026-01-04T11:01:19.659Z"
"draconian","adj.","极其严苛的","","2026-01-04T11:01:19.659Z"
"dreary","adj.","令人悲伤的","","2026-01-04T11:01:19.659Z"
"droll","adj.","古怪的, 搞笑的","","2026-01-04T11:01:19.659Z"
"drudgery","n.","苦工","","2026-01-04T11:01:19.659Z"
"dualism","n.","二元论","","2026-01-04T11:01:19.659Z"
"dubious","adj.","可疑的, 不确定的","","2026-01-04T11:01:19.659Z"
"ductile","adj.","易被影响的","","2026-01-04T11:01:19.659Z"
"duel","v.","反对","","2026-01-04T11:01:19.659Z"
"dull","adj.","无聊的","","2026-01-04T11:01:19.659Z"
"duplicate","v.","复制","","2026-01-04T11:01:19.659Z"
"duplicitous","adj.","欺骗的","","2026-01-04T11:01:19.659Z"
"durable","adj.","持久的, 耐用的","","2026-01-04T11:01:19.659Z"
"dwarf","v.","使...变得矮小或不重要","","2026-01-04T11:01:19.659Z"
"dwell","v.","居住","","2026-01-04T11:01:19.659Z"
"dwindle","v.","减少, 下降","","2026-01-04T11:01:19.659Z"
"earnest","adj.","严肃的, 真诚的","","2026-01-04T11:01:19.659Z"
"ebb","v.","衰落","","2026-01-04T11:01:19.659Z"
"ebullient","adj.","热情洋溢的","","2026-01-04T11:01:19.659Z"
"eccentric","adj.","古怪的","","2026-01-04T11:01:19.659Z"
"eclectic","adj.","多元的","","2026-01-04T11:01:19.659Z"
"eclipse","v.","使...不重要","","2026-01-04T11:01:19.659Z"
"economy","n.","节省","","2026-01-04T11:01:19.659Z"
"ecstatic","adj.","特别高兴的","","2026-01-04T11:01:19.659Z"
"ecumenical","adj.","多元的, 普遍的","","2026-01-04T11:01:19.659Z"
"edify","v.","启迪","","2026-01-04T11:01:19.659Z"
"effect","v.","引起","","2026-01-04T11:01:19.659Z"
"efficacious","adj.","有效果的","","2026-01-04T11:01:19.659Z"
"effortless","adj.","不费力的","","2026-01-04T11:01:19.660Z"
"effusive","adj.","表达过多感情的","","2026-01-04T11:01:19.660Z"
"egalitarian","adj.","平等的","","2026-01-04T11:01:19.660Z"
"egalitarianism","n.","平等主义","","2026-01-04T11:01:19.660Z"
"egotism","n.","自大","","2026-01-04T11:01:19.660Z"
"egregious","adj.","极坏的","","2026-01-04T11:01:19.660Z"
"eject","v.","驱逐, 逐出","","2026-01-04T11:01:19.660Z"
"elaborate","adj.","精心的, 精细的","","2026-01-04T11:01:19.660Z"
"elate","v.","使兴奋, 使高兴","","2026-01-04T11:01:19.660Z"
"electorate","n.","选举人","","2026-01-04T11:01:19.660Z"
"elicit","v.","引起","","2026-01-04T11:01:19.660Z"
"eligible","adj.","合格的","","2026-01-04T11:01:19.660Z"
"eliminate","v.","移除, 去掉","","2026-01-04T11:01:19.660Z"
"eloquent","adj.","能说会道的, 能言善辩的","","2026-01-04T11:01:19.660Z"
"elucidate","v.","阐释, 阐明","","2026-01-04T11:01:19.660Z"
"elude","v.","逃跑, 逃避","","2026-01-04T11:01:19.660Z"
"elusive","adj.","难懂的","","2026-01-04T11:01:19.660Z"
"embargo","n.","贸易禁令","","2026-01-04T11:01:19.660Z"
"embattle","v.","备战","","2026-01-04T11:01:19.660Z"
"embed","v.","嵌入","","2026-01-04T11:01:19.660Z"
"embellish","v.","装饰","","2026-01-04T11:01:19.660Z"
"emblematic","adj.","象征的, 代表的","","2026-01-04T11:01:19.660Z"
"embody","v.","体现","","2026-01-04T11:01:19.660Z"
"embolden","v.","鼓舞, 鼓励","","2026-01-04T11:01:19.660Z"
"embrace","v.","接受","","2026-01-04T11:01:19.660Z"
"emendation","n.","校订","","2026-01-04T11:01:19.660Z"
"emergent","adj.","新兴的","","2026-01-04T11:01:19.660Z"
"eminent","adj.","杰出的","","2026-01-04T11:01:19.660Z"
"emotive","adj.","引起情绪的","","2026-01-04T11:01:19.660Z"
"emphatic","adj.","着重强调的","","2026-01-04T11:01:19.660Z"
"empirical","adj.","根据观察或经验的","","2026-01-04T11:01:19.660Z"
"employ","v.","使用","","2026-01-04T11:01:19.660Z"
"empower","v.","授权","","2026-01-04T11:01:19.660Z"
"emulate","v.","模仿，通过模仿而超越","","2026-01-04T11:01:19.660Z"
"enamor","v.","使...喜爱","","2026-01-04T11:01:19.660Z"
"encapsulate","v.","简要概括","","2026-01-04T11:01:19.660Z"
"enchanting","adj.","迷人的","","2026-01-04T11:01:19.660Z"
"encomium","n.","赞美","","2026-01-04T11:01:19.660Z"
